,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
29,jerryjn260,"I’m a God fearing man, a happy father and grandfather, animal lover, dogs 🐕 are my favorite, love traveling 🧳, hiking , reading 📖.","Riverside, CA",15,17,207,5,"A decade after his attempt at a comeback, Ian Thorpe has opened up on his mental health battle and revealed the real reason why he quit swimming.
https://t.co/ETQ2FYXbRF",[]
30,MARKCITRINE,"Husband to Joann, father to Josef and Lydia. Honesty is everything. Views are my own (obviously) and re tweets are not endorsement.","Southport, England",382,93,460,0,My 2020 Year in Sport https://t.co/BW72wwM8T3,[]
31,PNELive,All the latest Preston North End news & match day coverage from @LiveLancs ⚪️ #pnefc,Preston,31,1007,2998,0,"They weren't impressed... 👀 #pnefc
https://t.co/Wi1UY3rm4P",['pnefc']
32,aleeeyu_musa,seeking for knowledge at any situation and at any where,"Kaduna, Nigeria",121,18,66,4,"It was classic Mourinho..

https://t.co/SRTGT1OXZ5",[]
33,gazcross07,ex pro cricketer. now looking forward to the future and enjoying the people in it.,manchester,436,3534,7580,0,Is cricket the only sport in the world where people think it was better in there day??? All sports and players have progressed in all aspects. It’s great to see and long may in continue,[]
34,toumanrevengers,he/him | 17 | 🇦🇺 | not spoiler free,,1221,826,2822,0,"Oh? You listen to Cub Sport, King Gnu or Survive Said the Prophet? https://t.co/Fn0hSyLbpQ",[]
35,kansaskim88,Just me #NascarStrong I am a #BradBeliever #2crew 🔞#RockChalk #4everRoyal 💙 #ChiefsKingdom Iowa girl in a Kansas Cow Town #JusticeForJoey 💚 #BackTheBlue,KCK Iowa raised 🌽,2670,3210,214335,59,"Calling all @MillerLite #CarbDay fans! 

We're giving you a chance to sport your Carb Day gear all winter long by gifting 10 people a winter scarf and koozie from Miller Lite! #TisMillertime 

RT using #IMSHoliday to enter! 

RULES: https://t.co/YB0anMGfg1 https://t.co/Eg197Y5JHX",['CarbDay']
36,librariesval,"FKA @ALALibraryVal Proud Info Pro! 2017 #DPLAfest Award. 
Libraries And #COVID19 Thread: https://t.co/1QcO7fdfeC 
Follow @skilltype https://t.co/L23d8VTiOQ",Heartland of America,4991,3450,228326,14,"We are proud to introduce our new series, RACE AND SPORTS! Edited by Gerald L. Smith and Derrick E. White, this series will publish works that explore the intersections of sports and racial and ethnic histories and open a new analysis of American sport and culture. https://t.co/zrE9giPpas",[]
37,LaurieR35067295,Are we having fun yet?,,205,14,143,0,@sackatchawen @Oprah Easy. Hayley Wickenheiser.  Pioneer for women in sport and a doctor on the covid frontlines.,[]
38,MessixFC10,🇲🇽| Here To Support The Greatest To Ever Grace The Game..... Lionel Andrés Messi🐐,,107,146,5810,0,"@MessiGoat10l @FootyThreads_ You gotta find another source of happiness from it aside from Messi. And I mean I get ya, I’m in the US, but this sport is too good to not watch",[]
39,TheNasher61,Hockey YouTuber | BAUER Athlete | https://t.co/ebtXDZIo1b | @NHL Esports Commentator | Business: @upnorthmg,andrew@nasher.gg,695,39670,20660,1,"Thank you to everyone that sent in their questions for this week's AMA!

Thank you also to @TheNasher61 for diving in and sharing about his life as a YouTuber and ambassador of the sport. Check out his responses in this video!

Click the link ⬇️

https://t.co/ox3v02Y0hl https://t.co/agMg6WIcMO",[]
40,SunManUtd,Follow all the latest news on Man United from @TheSunFootball @SunSport,,5,53060,23800,1,Amad Diallo set to fly and seal £37m Man Utd transfer from Atalanta next month after finally sealing work permit https://t.co/7funESqlZw,[]
41,heathmmills,CE of the NZ Cricket Players Association representing current and past first class cricketers,"Auckland, NZ",1066,3442,4889,5,"👇 This is a significant case across sports...“It is also an important message to sports federations that they should work in partnership with stakeholders, especially the athletes, to develop the rules and sport itself” @EUAthletes https://t.co/clbLZmPqKq",[]
42,SunManUtd,Follow all the latest news on Man United from @TheSunFootball @SunSport,,5,53060,23800,0,Leeds legend Danny Mills refused to take kids to watch games against rivals Man Utd as atmosphere was so ‘vile’ https://t.co/yFSR4PBG3c,[]
43,TowsonFHCoachJ,🐅🏑🖤💛 Mama Bear. Shenanigan enthusiast. Embarrassingly behind on emails. Views expressed are my own. Coaches Council Member ❤️💜🧡 @WeCOACH,"Baltimore, MD",2603,551,2010,0,"@jenfrytalks @TheAthletic This is me to @TheAthletic 
Do better.
What say you @TuckerCenter @DrSportPsych @TFCoachCarlson ?!?
Here we are, in the year 2020, and a major sports media outlet only identifies ONE moment in women’s sport to celebrate?!?!?
Get real y’all. 
This gets really old, people. https://t.co/Yfpui2qHE1",[]
44,iman_mth,21 | German | Moroccan | Pharmacy Student 🎓,Germany ,101,307,134858,26,Think some men genuinely feel threatened when women talk about ball simply because they don’t want to find out they have better ball knowledge than them or they actually know what they’re talking about. Can’t call yourself a fan of the sport if you pick and choose who can enjoy,[]
45,SunManUtd,Follow all the latest news on Man United from @TheSunFootball @SunSport,,5,53060,23800,0,Solskjaer admits stress of Man Utd job has turned his hair grey as boss celebrates two-years in charge https://t.co/inVtED3Qak,[]
46,gretacanfleet,Voices heightened in song are the horns of war sounding on the wind. The Peaceful Army is preparing to fight The Battle at Garden's Gate.,,197,176,8934,0,"So this happened in my state. Instead of teaching their kids reverence and respect for such majesty, they selfishly ""harvested"" the magnificent beast, landing a world record in the process. No need to expound on how I feel about ""sport"" hunting.
https://t.co/XAOVpP5XwZ",[]
47,KennethJones5,married to @TheIrishOwl . .5 kids . .Liverpool FC . .Rocker \m/\m/,"Dublin,Ireland",3150,3477,24731,0,@LfcThewool What sport is that?,[]
48,Tracezeus,"Love spending time with my family, going for a few drinks with my mates, entering competitions, oh and mustn't forget I adore my Black Labrador Zeus loads","Wrexham, Wales",4998,928,55817,0,"@Kwik_Fit @MichelinTyres I'd love a tablet as it's something the whole family would benefit from &amp; be able to use on the go any place, anytime and anywhere whether it's a spot of online shopping for me, watching the sport for my man, gaming for the kids the opportunities are endless 🎅🎁🎄 #Kwikmas",['Kwikmas']
49,vinny_the_jet83,Sold 2chainz his second chain Civil engineering #GoJags #WarEagle,"Charleston, SC",302,134,8568,18,"Our democracy has been battered and bruised but it’s not yet broken. To save it we must agree on 1 basic truth: That the other side is not the enemy. The enemy is the stubbornness of our own biases and a political system that seeks to divide us for sport.

https://t.co/Z1LhXi1INf",[]
50,MulveyNeil,"Rugby, Football, Cricket fan, Parkrunner",,842,185,3562,0,"@LeinsterRoyalty @Overthehillprop Toulon gone home. Can't see it happening. Scarlets 28-0 win if toulon refuse to play. 

Really is screwing up the pools. Munster need to get something tmrw. 

https://t.co/Oj6XQ5kKQS",[]
51,RACentreOttawa,"A not-for-profit serving the NCR for more than 70 years. The RA is your home away from home offering sport, health and wellness activities and meeting services!","Ottawa, ON",391,1059,3504,0,Looking forward to welcoming you to our House of Sport community. https://t.co/Foyxqn1ScO,[]
