,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
43,ID_blueume,"アクティブ系引きこもり
krunker日本公式交流discordの副管理人なのに、現在krunkerができない環境
エアプ乙とか言わないで",大気圏外の黒塗り高級車,792,227,7095,29,"I fucking love #Cyberpunk 2077

It's not a bug, it's tech. :^) https://t.co/pyztJm2oTp",['Cyberpunk']
44,Grey__Claws,"Old style American, I drive 18 wheeler, my wife now co-drives with me 😁. most of my cute tweets come from her. she got great taste 😸
rt doesn't mean agree .",United States,1161,828,35351,0,Love it! https://t.co/pujwDKUHED,[]
45,chifuyouth,,her him,58,56,2102,0,i love one man,[]
46,Mom12361629706,"warm,easy going and an extremist",,193,60,8121,196,"Number two in Ghana
Number two in Nigeria
Number five in South Africa
Number one in ten other African countries 

Everywhere you go, it’s kukus hair😍😍. They do worldwide delivery guys so distance isn’t a barrier #EricaXKukusHairAd 

Love the energy today https://t.co/cQxQoh8P0M",[]
47,mashudu_phophi,Film Maker,TEMBISA,141,8,8,18,"🚨: 

If you think you have what it takes to be the next face of Moja Love – Come and show us your talent. New are looking for new presenters.  

Date: 16 &amp; 17 January 2021
Time: 9am – 5pm 
Venue: The Booysens Hotel

#OpenUpTheIndustry #PresenterSearch #K’Sazoshuba https://t.co/IILcxlmdGc",[]
48,hackeranon23,"jika masih ingin twitternya , sms 087867766314",,154,464,35803,0,"Hy, I'm Yolanda Brigita. 25 is my life, J.E.M is my love :D ;)",[]
49,shamibolala,jungkook’s cup of milk 🥛 • OT7 • 💜,,138,11,3089,6131,I love them so much 🥺💜😭 https://t.co/oSmPUyhZLV,[]
50,ksjliver,#최현석: focus on your own faves || haruto's twin ♡︎ #김석진 #진영 #한 #태현 ♡︎,multi || she/her,562,440,16530,6354,bisexuals be like 'I CANT-' cant what? cant tell the difference between platonic and romantic love??,[]
51,GodF1r5t,,New York ,3568,3415,27776,6,@HSRetoucher Have been praying non stop very long time fir this glorious day 🇺🇸⭐️✝️Godspeed- all Evil revealed into Age of Aquarius- Love - Peace Prosperity Love - ❤️🇺🇸 https://t.co/lYg8quvJKr,[]
52,MiiaMarydale,Self-love is not selfish; you cannot truly love another until you know how to love yourself.      (Fan Account for Maymay Entrata),,494,139,7775,2,lottery imagine love    worry go for MAYMAY IrREESEplaceableGirl motor-racing,[]
53,fineassgirls_,CPhT 🥼& Future RN 👩🏾‍⚕️ #ADN,"Maywood, IL",107,22,131,8120,I wanna be in love. But i wanna be in love with somebody thats in love with me.,[]
54,CaliforniaHocke,"#PatriotsUnite #MAGA #KAG 
Follow me on Parler CPie  
California Deplorable. Love my family,furry and non-furry. Love Hockey.  There are a few of us left in CA.",,1913,1386,25323,980,"Democrats love the pandemic.

They hate you--and your freedoms.",[]
55,RebCoPTrainee,Big animal and photography lover. 🐱owner..value difference and diversity. Love reading and music. Views my own,London and Kent,4783,2163,90584,0,@dr_mackinnon Love tea 🫖!,[]
56,MrsAK2017,"I protect my tweets when I'm busy - or sleeping.

 #usforthem #savekidssport

#t4recovery #TimeForRecovery","England, United Kingdom",900,963,18788,0,"@MikeHester88 @cammyg240 @darrengrimes_ My grandad was the love of her life and she missed him desperately, for 23 years she couldn't even hear his name spoken. Before she went she said ""I'm OK with it."" To force treatment on her that she didn't want so we could keep her, would have been selfish.",[]
57,tcventeen,seven thin,SHE,734,292,3968,0,the amount of love i have for that moon is immeasurable🥺  @pledis_17 #세븐틴 #seventeen https://t.co/npFBbFIVMc,"['세븐틴', 'seventeen']"
58,jojo_eje,19|| old soul #techbabe💅🏾,Quarantine ,395,410,11184,0,Love this. https://t.co/rBw1l1igxm,[]
59,jeon_jeonjimin,,,404,152,17024,2,"Have you been in love?? If no,then let me introduce you to a boy who redefined the meaning of unconditional and undying love for his man. He is none other than our adorable,cute,talented and beloved baby GULF KANAWUT TRAIPIPATTANAPONG. He saw his man on social media,used to like",[]
60,Jeff_5134,"Historical Reenactment and SCA person (sometime), Now my life is busy in University(OH GOD! HELP ME!!!!).",Thailand,1043,39,4723,0,@ArtHenske I’m glad you make it. Very love this panzer,[]
61,Selooorm,The Very Best.,Nowhere cool ,1392,2228,77130,2,this love thing is hard oh hm https://t.co/2tzfmMlS7N,[]
62,shrjiminie,"Jimin first, Jimin second, Jimin.",she/her,115,92,4661,0,"Even though sometimes it feels painful, stanning him is the best decision I've ever made. I love him through and through.",[]
63,huachenqu,some ppl just have genshin for brains and i think thats ok,they/them || 20 🏳️‍🌈☆･:*:･。.,408,189,1420,0,love that for us https://t.co/byc5XO3284 https://t.co/GJp0MGImwb,[]
64,orguel1984,"Πολιτική. αθλητισμό, εθνικά και οικονομικά θέματα","Αττική, Ελλάς",5117,4815,117987,5,"LOVE CHAIN 

TUESDAY, December 15th. Good day my dear subscribers. Your breakfast is served. This it is -6 degrees celcius in Montreal. News is available on Twitter on the small table. It's 4:50. How are you? Say it to me.🌹🌹🌹 https://t.co/qbW3BOprat",[]
65,mrabhya22,,"Akole, India",222,67,10219,1541,Thank you people for the love and support you guys showered on my New music video #veham,['veham']
66,MoiponeNtobong3,child of GOD #TeamNyovest,"Ga-Rankuwa, South Africa",477,488,8153,19,So happy that I choose right and not in group of the Thomases who doubted your love #Iykeresa10MonthsOfLove https://t.co/z2sc0uSwdn,['Iykeresa10MonthsOfLove']
67,jikookhatesu,🐰🐥 • He/Him ت,To the moon with Jungkook,927,1038,75066,1463,dont you just love it when taehyung goes https://t.co/sKYgccxqWy,[]
68,TPWKorrtommoway,"#LOUIS: i’m breaking my own rules, i’m crying like a fool ✨ ot5😛 she/her",,413,202,246,11,.@Louis_Tomlinson @LTHQOfficial your finnish fans love you so so much and would love to get the chance to see you live without having to travel to another country !! pleeease louis let them have this. #LouisComeToFinland,[]
69,zeymochi,태형: You'll cure my pain so I'm not afraid to suffer. | her | ☀️,,191,49,7711,0,@monipersona The love you 🥺🥺😭,[]
70,Nancykanawut,mi Ángel Kanawut lo mas hermoso de mi vida 😍,,90,259,53219,1,Love you with all my heart #HairitzxGulf,['HairitzxGulf']
71,layverse,"skate fast steal grass.

🇮🇩 | 19 | they/them",🔞 RPF,362,197,72074,8,lan wangji can't show up that beautiful and bitchy and expect me not to be in love with him,[]
72,xiaozhansmeimei,"Just an ordinary person who like to be friend with others. 😊

Anniversary: 14 August 🌻🌹

Trust | Respect | Honest",,133,40,1528,0,@Wisewords010 Aaahhh.. Finally u watch it!!!  I really love that drama.. Crying countless times watching it😂,[]
73,LY_harryson,"Artist || Sound Engineer || Producer || Song writer || Unsigned 
For enquiries: herrisonjoshua@gmail.com call: 08163129327 https://t.co/RMsozCfTxl","Abuja, Nigeria",846,378,4151,0,"Happiness is free

@timayatimaya I love this song @ Nigeria https://t.co/zjwPmb11V1",[]
74,Rupertmow,"Conservationist, bad birdwatcher, wildlife writer and sunshine spiderman. Views my own.",East Anglia,524,168,575,100,"📢It’s not only “some local opposition groups” that are worried about the impacts of Sizewell C on wildlife. 
📢It’s over 50,000 people from all over the UK @BBCSimonJack 
📢Act NOW at https://t.co/iZUl8YTaUp and stand up for wildlife
#LoveMinsmere
https://t.co/WeDs3McNjq",[]
75,onf_babys,"공식1기퓨즈💡학생퓨즈👩🏻‍🎓올멤좋아해요🦌🐶🐹🦍🐱🥐타돌언급❌덞엠⭕️알페스❌유출=신고👣유출한게시물에 맴찍,알티 다 팔취합니다😤",박민균마음속,206,175,2841,175,#효진 90's Love 💘 https://t.co/R9jcgCu11r,['효진']
76,MatasMrs,"🏡 #094, Rosal Street, Sitio Nagpayong 2, Brgy. Pinagbuhatan, Pasig City #1602, Philippines,  the home of very own 👪,, I was born in Cebu
Stressmaker@gmail.com","Pasig City, National Capital R",144,24,2232,0,@Pontifex the tabernacle in MOSES TIME IS for him self and now for his family and for the memories of the all soul of our beloveb love one. For they die accidentaly and not for the soul and even to saw there face for the last time in this we can pay our respect in unity of all his church,[]
77,nikonikomasaki2,嵐応援☘ I love the Japanese boy band Arashi.嵐の音楽が大好き。相葉くんの笑顔に癒されてます。無言フォロー失礼します。フォロー、RT等お気軽にどうぞ😊著作権遵守☘️初代→ @nikonikomasaki1 3号→@nikonikomasaki3,,1136,1097,7632,0,"@nikonikomasaki1 Love &amp; Thanks for ARASHI.

REQUEST @arashi5official @MTV #FridayLivestream 

Please play Party Starters by ARASHI 🥳🎉
Whenever You Call/Turning Up
IN THE SUMMER  20",['FridayLivestream']
78,davy_fidel17,"Writer, Poet, Freelancer, Socialist",Nigeria,250,58,87,0,"Writing for me is breaking the bounds of human imagination and realities, with the necessary logic to interpret human society, love, life etc. 

Via poetry, I am working to finish my collection. #WritingCommunity #publishing #writerscommunity #writers #writers","['WritingCommunity', 'publishing', 'writerscommunity', 'writers', 'writers']"
79,INeckKissesI,@PlayStation fangirl • @Starbucks drinker • @Redbull enthusiast • @IPyroDragonI has my heart •,"Fay-town, Arkansaw",57,58,1962,32758,the “i” before “miss you” and “love you” is important okay,[]
80,wtfShiv,"pssst, @kanyewest is my dhoorathu sondham.",Madurai × Chennai,352,605,8987,106,"20 years summed up in a minute. It's not enough, never will be enough. But tell you what, your love for us has always been. Thank you for it all. Signing off, HBO India.

#20YearsOfEntertainment #ThankYou #GoodByeHBOIndia #HBOIndia https://t.co/P8k9aOFFmU",[]
81,444tavia,444❣️𝘪𝘨: @𝘢𝘮𝘰𝘶𝘳𝘵𝘵 🇯🇲,"Bronx, NY",321,432,16691,1019,That “grow together” type love &gt;&gt;,[]
82,KekanaShadi,Law Student•Ambitious• Intersectional Feminist•Beautiful,"Johannesburg , South Africa",726,695,12202,52,"One thing about MRP? You’ll look good on budget chile 🤩

Love how I can dress this Utility Boiler Suit up &amp; down. 

Everything I’m wearing is from @MRPfashion!

#MRPmystyle https://t.co/4HVdOaoSzL",[]
83,MohammadDogarai,#muslim#🙏🙏🙏,jennahtul feduss👌🏻👌🏻,76,145,3894,4,@IssaBappa quoted - Let love leads 💕 https://t.co/5Y4ftS7QRG,[]
84,TetchyBitch,"Dog owner, grumpy cow, owner of very little patience but a lot of shoes.","England, United Kingdom",1960,1053,15270,0,@drscaine We did for Mund too. Put his measurements into the sizing guide and it was having none of it! We only got red because it was the last colour available but I actually love it. P will look gorgeous. Have you had any more fighting with them or was it a one off?,[]
85,98flrt,Doll Nya She 𖤐 SkiZ+Gg,,677,966,15993,0,@VAMPSEUNGS love cherry motion and new too,[]
86,sara_ramonn,to die by your side is such a heavenly way to die.,País Valencià. ,263,388,90163,467,🚨 Lana Del Rey – Let Me Love You Like A Woman (Live from The Tonight Show Starring Jimmy Fallon) https://t.co/qIGhoVhbuE,[]
87,Isa_Love_Anime,"🇧🇷 Web Designer/Developer for occupation, hobby artist for life ❤️ I love Anime, Manga, videogames and more!",Brazil,52,62,7435,2,Its the Mommyvac! https://t.co/AGiKbC2Ujr,[]
88,marssalati,Nothing to offer just Vibes,,2883,2660,11138,1,"Me as a boyfriend: 

The love don finish. How we go do am? https://t.co/JsxIW730US",[]
89,MrSavage_JE,\\sc: JJ_Edwards //,Past Mars ,451,391,6372,4300,i really love eating pussy 🥺,[]
90,maethemusical,stream “Be Yours” on SoundCloud | cashapp: $MaelisaQuinn,she/her,153,213,4558,0,a little mad that this dog has chosen 5:30am to be it’s morning potty time but i love him and would honestly do anything for him,[]
91,mand_rainbow,"Gamer, Zelda lover & Comedy fan",England,3473,2571,69911,4,"Have I told you, Tetley, that I love brews? #ASongOrMovieForTea",['ASongOrMovieForTea']
92,eucalympdick,hell is full of lovers,,312,299,2281,3573,The Queen’s Gambit is really great and I’m also pretty sure it holds the record for Love Scene Involving Characters With The Most Different Eyeball Spacings https://t.co/0oJCvB1HNp,[]
93,castackpole,"Resister, feminist, mom, lesbian, wife, photographer, writer. @FerryBeach Pls no DM's. Born in NJ, lived in KCMO 💕& OKC. #BLM","Saco, Maine",16175,14707,21320,0,@RhymesRadical Love this. Some mornings feel exactly like this. Thanks.,[]
94,Sami11382949,,,746,67,17584,411,"Your support has made this journey special. Through the highs and lows, always together. Thank you and grateful for all your love. #5Million Followers ❤️🙏#Blessed",[]
95,tomatokimbap,"YG STAN | 131 LABEL | YEDAM'S 

|| FAN ACCOUNT ||",Malaysia🇲🇾,323,275,36306,274,love at the first sight? Youngbae went through it. https://t.co/1ITzffap3l,[]
96,bunnyratto,"She/Her. Not a minor
The worst at everything
luv @ramblybly",Some place in England,60,30,1655,11,the voice actor for King Harkinian from Zelda CD-I is Colin Fox and he is 82 years old. I wonder if he knows people love his work and consider his lines some of the most memorable and quotable in gaming. https://t.co/lQc9nJib6l,[]
97,NaykieD,"(n.) the soul, creativity or love put into something. the essence of yourself put into your work 💛 IG: naykie_d7","Johannesburg, South Africa",1959,1374,17415,0,@Jurrrssst_B You are doing a great job. Both of you are so strong. Sendinv love to you and your fam B ❤,[]
98,cheesibot,,,0,5,333454,0,"Love is over their body...IT awakens souls and when I can drive you have completed the high and when it anymore,
So I can",[]
99,PollyWillcox,,"Scotland, United Kingdom",3741,239,21304,75,"Show your hands some love with our Hand Treat prize in our #24daysofWeleda!
To enter: 
💚Like this Tweet
💚Follow @weledauk
💚Retweet this Tweet

Open for 24 hours. UK only. Multiple entries permitted. Not affiliated with Twitter Full T&amp;Cs on Facebook.
#win #giveaway #comp https://t.co/kHtSphWQ3G",['24daysofWeleda']
100,ch33i3,#swag♏️,she/her,61,95,1045,12,i need your love all over meee https://t.co/qkof9mvh2M,[]
101,rvmontflco,"𝑴𝒂𝒎𝒂𝒉𝒂𝒍𝒊𝒏 𝒌𝒊𝒕𝒂, 𝑹𝒆𝒊.",,1092,1061,5944,3,"It's the simple things you do
I just can't get enough of you
It's that perfume that you wear
And the way you do your hair
That I love so much

Reniella Villondo
#ReniellaV3rdMseriesGirl 
#RiseToFallAgain https://t.co/nMiIkKDGQb",[]
102,ayya1221,"begin anew by doubting everything we assume has been proven!
#BookLover | Computer Science Student | Proud Maldivian Muslim",,1348,144,1594,3462,“we will figure it out together” is a love language,[]
103,yuengis,my safe place → #민윤기 & #최수빈 🤍,‘99 | HE/HIM ♡ btxt,485,343,85221,0,"i love him so much, i miss yoongi so much 🫂🤍 i love him i love him i love him https://t.co/bzP5MLZyxe",[]
104,Pari_hu_mai_,"SwT nD sImPlE gIrl..fUlL pAgAl😋
tHoDi Si zIdDiI + EmOtIoNaL◉‿◉ lOvE iS nOt oF mY tYpE😋
U can HaTe mE bUt SorRy u cAn'T cHaNgE mE😉",,64,42,583,3,"He loves his parents alot if you call it a weakness then we all are weak in that department due immense love &amp; adoration from audience he is back not to prove anyone anything but to win heart &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;trophy

KING RKV IS BACK
@BiggBoss @ColorsTV @EndemolShineIND @OrmaxMedia",[]
105,Khftchildrensed,Tweeting from Kingston Children's Emergency Department.,"Kingston Upton Thames, UK ",160,245,657,0,"When the delivery man drops off a box of distraction toys from @starlight_uk for the children of the Kingston emergency department. Its like Christmas has come a little early! Thank you, the children are going to love them. @KingstonHospNHS @StellaDavey5 https://t.co/x0Go2I3NFE",[]
106,beverly_shills,WEAR A FUCKING MASK 😷,,75,12,686,0,"@missmaybe2 @blessedasicanbe @OMichelley @Anon_Mafioso I love how she always only responds to the least significant detail in the most vague way possible. If that’s her “response” to criticism, she might as well keep it🙄",[]
107,Mkdq8,,,795,1604,6881,0,"Speak softly love, so no one hears us but the sky
The vows of love we make will live until we die
My life is yours and all because
You came into my world with love so softly love 🎵🎶🎷🎹",[]
108,taebunn_,"OT7💜🥺 please love and support all members😤
BTS fan account",aus,186,111,5482,0,@bts_bighit I LOVE YOU ALL SO MUCH,[]
109,xalishiarose,The further a society drifts from the truth the more it will hate those who speak it.,,915,238,5093,8703,"I often overplay my position in people’s lives... I used to think it was because I had such a big giving heart, but now I’m understanding I lack boundaries. I’m always going above and beyond for those I love and when it’s not returned I find myself in my feelings",[]
110,SudhirAPatel1,,,19,0,4,8,Love you sir ❤️ @SonuSood https://t.co/q7f68kVMPe,[]
111,TaeFingers_Toes,Tae is precious😭,,81,16,5236,0,This is what it feels like to care? Someone is gonna die of pain i cant take it. Somebody to love is cursed but the kinda thing blood sweat and tears yoongi talked about lol,[]
112,nct_pocket,💚 🍑#Jaehyun ☀️#Haechan 🥰#Jungwoo 💚  🐶👉🏼🧸👈🏼😸,,391,44,259926,181,"he calls out the ssngs, shades on sm delays, spoils a lot for fans, tells us we don't need to make being a fan our priority, makes sure we stay warm and sleep earl... AND NOW HE CAMPAIGNS AGAINST OVERPRICING OF POCAS!

#HAECHAN YOU REALLY LOVES US 🥺 AND WE LOVE YOU TOO 💛 https://t.co/iRENq7Pqq9",[]
113,KaushikiArmaan,,,3,3,28,916,"A huge shoutout to all my #Armaanians &amp; #AsimSquad for the MASSIVE love on #Veham. You guys are amazing! This is what true fan love is ❤️🔥

https://t.co/aJdIwaAT7F","['Armaanians', 'AsimSquad', 'Veham']"
